country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","23-02-2025 22:00:00",23.616515,87.119133,OZONE,1,95,63
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","23-02-2025 22:00:00",22.7605581,88.3617589,PM2.5,51,173,112
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","23-02-2025 22:00:00",28.856664,78.772638,PM2.5,34,118,65
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","23-02-2025 22:00:00",28.856664,78.772638,OZONE,14,23,19
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","23-02-2025 22:00:00",28.849399,78.742362,CO,16,30,22
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","23-02-2025 22:00:00",28.802625,78.753728,PM2.5,17,85,47
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","23-02-2025 22:00:00",28.802625,78.753728,NO2,26,28,27
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","23-02-2025 22:00:00",28.9535882,77.7622941,OZONE,12,13,12
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","23-02-2025 22:00:00",28.840739,78.697531,NH3,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","23-02-2025 22:00:00",28.840739,78.697531,SO2,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","23-02-2025 22:00:00",28.88528,78.73880,PM2.5,31,92,62
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","23-02-2025 22:00:00",25.262326,82.995408,PM2.5,6,24,14
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","23-02-2025 22:00:00",25.262326,82.995408,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","23-02-2025 22:00:00",25.32393,82.99687,PM2.5,9,45,20
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","23-02-2025 22:00:00",25.32393,82.99687,CO,2,27,5
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","23-02-2025 22:00:00",22.629801,88.352017,PM2.5,40,95,64
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","23-02-2025 22:00:00",22.554954,88.292568,PM10,74,130,100
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","23-02-2025 22:00:00",22.611968,88.347422,PM2.5,80,197,117
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","23-02-2025 22:00:00",22.611968,88.347422,NO2,2,18,11
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","23-02-2025 22:00:00",22.611968,88.347422,SO2,8,13,10
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","23-02-2025 22:00:00",22.611968,88.347422,OZONE,3,13,9
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","23-02-2025 22:00:00",22.5687319,88.2797276,NO2,16,46,27
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","23-02-2025 22:00:00",22.5687319,88.2797276,SO2,10,54,22
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","23-02-2025 22:00:00",22.51106,88.35142,NO2,26,113,56
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","23-02-2025 22:00:00",22.5448082,88.3403691,PM10,74,118,101
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","23-02-2025 22:00:00",22.5448082,88.3403691,OZONE,5,11,9
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","23-02-2025 22:00:00",26.6879226,88.4152495,SO2,12,17,14
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","23-02-2025 22:00:00",26.6879226,88.4152495,CO,24,52,38
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","23-02-2025 22:00:00",24.762518,84.982348,PM10,47,86,72
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","23-02-2025 22:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","23-02-2025 22:00:00",25.697189,85.245900,SO2,6,9,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","23-02-2025 22:00:00",25.697189,85.245900,OZONE,8,100,70
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","23-02-2025 22:00:00",25.560083,87.553265,PM10,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","23-02-2025 22:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","23-02-2025 22:00:00",25.560083,87.553265,SO2,5,13,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","23-02-2025 22:00:00",25.560083,87.553265,OZONE,19,29,24
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","23-02-2025 22:00:00",26.0881305,87.93840336,NO2,23,28,26
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","23-02-2025 22:00:00",26.0881305,87.93840336,OZONE,19,22,19
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","23-02-2025 22:00:00",14.675886,77.593027,PM10,52,89,62
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","23-02-2025 22:00:00",14.675886,77.593027,NO2,20,36,24
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-02-2025 22:00:00",13.204880,79.097889,PM2.5,32,347,86
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-02-2025 22:00:00",13.204880,79.097889,CO,10,20,15
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-02-2025 22:00:00",13.204880,79.097889,OZONE,24,43,32
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","23-02-2025 22:00:00",14.465052,78.824187,PM2.5,44,68,57
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","23-02-2025 22:00:00",14.465052,78.824187,NH3,5,5,5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","23-02-2025 22:00:00",14.465052,78.824187,CO,4,10,6
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","23-02-2025 22:00:00",16.9872867,81.7363176,NH3,4,9,6
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-02-2025 22:00:00",25.42742023,86.13886079,SO2,7,14,11
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-02-2025 22:00:00",25.42742023,86.13886079,CO,22,51,35
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","23-02-2025 22:00:00",26.80365,84.51954,CO,70,106,95
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","23-02-2025 22:00:00",26.80365,84.51954,OZONE,21,26,23
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","23-02-2025 22:00:00",25.251013,86.989001,NH3,2,5,3
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","23-02-2025 22:00:00",25.251013,86.989001,CO,16,106,41
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","23-02-2025 22:00:00",25.265194,87.012947,OZONE,1,10,2
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","23-02-2025 22:00:00",25.204762,85.514960,PM2.5,NA,NA,NA
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","23-02-2025 22:00:00",26.987634,94.636574,OZONE,1,2,2
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","23-02-2025 22:00:00",26.146529,87.454184,CO,26,60,38
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","23-02-2025 22:00:00",24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","23-02-2025 22:00:00",24.75746,84.366208,SO2,13,18,15
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-02-2025 22:00:00",25.42742023,86.13886079,PM2.5,22,203,97
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","23-02-2025 22:00:00",25.42742023,86.13886079,NO2,60,123,97
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","23-02-2025 22:00:00",16.509717,80.612222,OZONE,1,29,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","23-02-2025 22:00:00",16.554731,80.649110,SO2,14,22,17
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","23-02-2025 22:00:00",17.72,83.3,NH3,1,2,2
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","23-02-2025 22:00:00",17.72,83.3,OZONE,7,13,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","23-02-2025 22:00:00",26.071318,91.87488,NO2,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","23-02-2025 22:00:00",27.308328,84.531742,PM10,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","23-02-2025 22:00:00",27.308328,84.531742,NH3,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","23-02-2025 22:00:00",25.376776,86.471523,PM10,51,195,114
India,Bihar,Munger,"Town Hall, Munger - BSPCB","23-02-2025 22:00:00",25.376776,86.471523,OZONE,2,18,11
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","23-02-2025 22:00:00",26.11442,85.39813,PM10,143,298,197
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","23-02-2025 22:00:00",13.67,79.35,PM2.5,62,230,93
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","23-02-2025 22:00:00",13.67,79.35,PM10,50,121,70
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","23-02-2025 22:00:00",13.615387,79.409230,PM10,34,178,90
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","23-02-2025 22:00:00",25.567520,83.966379,NO2,4,5,5
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","23-02-2025 22:00:00",25.567520,83.966379,CO,24,68,50
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","23-02-2025 22:00:00",24.792403,84.992416,PM10,98,262,160
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","23-02-2025 22:00:00",24.792403,84.992416,NO2,1,4,2
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","23-02-2025 22:00:00",11.654054,92.734055,PM2.5,NA,NA,NA
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","23-02-2025 22:00:00",11.654054,92.734055,OZONE,5,309,8
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","23-02-2025 22:00:00",26.349082,92.68449,SO2,3,8,5
India,Assam,Silchar,"Tarapur, Silchar - PCBA","23-02-2025 22:00:00",24.82827,92.79525,NH3,1,3,2
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","23-02-2025 22:00:00",30.719859,76.738637,PM10,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","23-02-2025 22:00:00",30.719859,76.738637,NO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","23-02-2025 22:00:00",30.719859,76.738637,NH3,NA,NA,NA
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","23-02-2025 22:00:00",21.194815,81.314770,PM2.5,13,41,27
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","23-02-2025 22:00:00",21.194815,81.314770,NH3,2,4,4
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","23-02-2025 22:00:00",21.194815,81.314770,OZONE,1,15,8
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","23-02-2025 22:00:00",21.185571,81.343175,PM10,24,102,58
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","23-02-2025 22:00:00",21.185571,81.343175,NH3,2,2,2
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","23-02-2025 22:00:00",21.224231,81.408350,PM10,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","23-02-2025 22:00:00",26.2271665,84.3570427,SO2,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","23-02-2025 22:00:00",26.2271665,84.3570427,OZONE,10,91,57
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","23-02-2025 22:00:00",30.735567,76.775714,CO,28,77,41
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","23-02-2025 22:00:00",30.735567,76.775714,OZONE,4,132,79
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","23-02-2025 22:00:00",30.751462,76.762879,PM2.5,73,140,104
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","23-02-2025 22:00:00",30.751462,76.762879,NH3,10,13,12
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","23-02-2025 22:00:00",30.751462,76.762879,CO,16,30,21
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","23-02-2025 22:00:00",30.719859,76.738637,PM2.5,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","23-02-2025 22:00:00",22.348441,82.549611,CO,14,38,17
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","23-02-2025 22:00:00",22.1910172,83.5197009,PM2.5,34,89,54
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","23-02-2025 22:00:00",21.258815,81.578979,NH3,6,7,7
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","23-02-2025 22:00:00",21.258815,81.578979,CO,18,40,26
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","23-02-2025 22:00:00",21.219665,81.630094,NO2,73,89,81
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","23-02-2025 22:00:00",21.371751,81.664929,NO2,22,33,27
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","23-02-2025 22:00:00",21.371751,81.664929,SO2,8,18,11
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","23-02-2025 22:00:00",21.371751,81.664929,CO,10,34,14
India,Delhi,Delhi,"Alipur, Delhi - DPCC","23-02-2025 22:00:00",28.815329,77.153010,NH3,11,12,11
India,Delhi,Delhi,"Alipur, Delhi - DPCC","23-02-2025 22:00:00",28.815329,77.153010,CO,4,31,12
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","23-02-2025 22:00:00",28.647622,77.3158090,CO,14,100,56
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","23-02-2025 22:00:00",26.1403345,85.3650192,NO2,6,12,8
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","23-02-2025 22:00:00",26.1403345,85.3650192,CO,101,122,106
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","23-02-2025 22:00:00",26.1209,85.3647,NO2,3,9,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","23-02-2025 22:00:00",25.586562,85.043586,SO2,3,7,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","23-02-2025 22:00:00",25.586562,85.043586,CO,20,83,52
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","23-02-2025 22:00:00",22.08815,82.13737,PM2.5,21,78,44
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","23-02-2025 22:00:00",22.368195,82.746431,PM2.5,34,80,49
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","23-02-2025 22:00:00",22.368195,82.746431,SO2,17,22,20
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","23-02-2025 22:00:00",22.368195,82.746431,CO,26,42,28
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","23-02-2025 22:00:00",22.348441,82.549611,PM2.5,38,82,54
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","23-02-2025 22:00:00",25.592539,85.227158,PM10,125,211,158
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","23-02-2025 22:00:00",25.592539,85.227158,NO2,9,20,13
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","23-02-2025 22:00:00",25.592539,85.227158,NH3,7,8,8
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","23-02-2025 22:00:00",25.592539,85.227158,CO,40,92,62
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","23-02-2025 22:00:00",25.599486,85.113666,NH3,12,15,14
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","23-02-2025 22:00:00",25.03280,85.41948,OZONE,30,35,33
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","23-02-2025 22:00:00",25.859655,85.77944,CO,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","23-02-2025 22:00:00",24.952822,84.002396,PM10,77,145,106
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","23-02-2025 22:00:00",25.599486,85.113666,OZONE,3,20,16
India,Bihar,Patna,"Samanpura, Patna - BSPCB","23-02-2025 22:00:00",25.596727,85.085624,SO2,5,6,6
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","23-02-2025 22:00:00",25.03280,85.41948,NH3,1,2,1
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","23-02-2025 22:00:00",28.611281,77.237738,NO2,26,135,75
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","23-02-2025 22:00:00",28.611281,77.237738,SO2,8,19,12
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","23-02-2025 22:00:00",28.611281,77.237738,CO,2,71,23
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","23-02-2025 22:00:00",28.611281,77.237738,OZONE,1,143,83
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","23-02-2025 22:00:00",28.636429,77.201067,NO2,116,170,140
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","23-02-2025 22:00:00",28.636429,77.201067,SO2,2,32,18
India,Delhi,Delhi,"Mundka, Delhi - DPCC","23-02-2025 22:00:00",28.684678,77.076574,NO2,35,81,58
India,Delhi,Delhi,"Mundka, Delhi - DPCC","23-02-2025 22:00:00",28.684678,77.076574,CO,15,42,23
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","23-02-2025 22:00:00",28.60909,77.0325413,NO2,46,69,57
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","23-02-2025 22:00:00",28.695381,77.181665,NO2,21,133,61
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","23-02-2025 22:00:00",28.695381,77.181665,SO2,16,29,21
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","23-02-2025 22:00:00",28.4706914,77.1099364,PM2.5,35,196,81
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","23-02-2025 22:00:00",28.4706914,77.1099364,NO2,5,79,30
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","23-02-2025 22:00:00",28.7256504,77.2011573,CO,32,44,35
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","23-02-2025 22:00:00",28.7256504,77.2011573,OZONE,7,42,27
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","23-02-2025 22:00:00",28.5512005,77.2735737,CO,103,171,171
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","23-02-2025 22:00:00",28.656756,77.227234,OZONE,9,31,20
India,Delhi,Delhi,"DTU, Delhi - CPCB","23-02-2025 22:00:00",28.7500499,77.1112615,PM2.5,24,132,70
India,Delhi,Delhi,"DTU, Delhi - CPCB","23-02-2025 22:00:00",28.7500499,77.1112615,PM10,77,232,149
India,Delhi,Delhi,"DTU, Delhi - CPCB","23-02-2025 22:00:00",28.7500499,77.1112615,CO,15,38,22
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","23-02-2025 22:00:00",28.498571,77.264840,PM2.5,48,217,124
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","23-02-2025 22:00:00",28.498571,77.264840,NO2,53,106,79
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","23-02-2025 22:00:00",28.498571,77.264840,OZONE,6,101,68
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","23-02-2025 22:00:00",28.5627763,77.1180053,CO,11,86,32
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","23-02-2025 22:00:00",28.6811736,77.3025234,PM10,85,116,101
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","23-02-2025 22:00:00",28.6811736,77.3025234,NH3,10,11,10
India,Delhi,Delhi,"ITO, Delhi - CPCB","23-02-2025 22:00:00",28.628624,77.241060,PM2.5,68,302,146
India,Delhi,Delhi,"ITO, Delhi - CPCB","23-02-2025 22:00:00",28.628624,77.241060,NO2,25,120,58
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-02-2025 22:00:00",28.732820,77.170633,PM10,104,265,163
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","23-02-2025 22:00:00",28.6573814,77.1585447,PM10,66,159,114
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","23-02-2025 22:00:00",28.6573814,77.1585447,CO,7,94,33
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","23-02-2025 22:00:00",28.6573814,77.1585447,OZONE,2,65,38
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","23-02-2025 22:00:00",28.623763,77.287209,CO,36,48,39
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","23-02-2025 22:00:00",28.623763,77.287209,OZONE,2,167,97
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","23-02-2025 22:00:00",28.674045,77.131023,PM2.5,67,240,144
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","23-02-2025 22:00:00",28.674045,77.131023,NO2,22,73,43
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","23-02-2025 22:00:00",28.60909,77.0325413,OZONE,15,38,28
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","23-02-2025 22:00:00",28.570173,76.933762,NH3,6,10,7
India,Delhi,Delhi,"Narela, Delhi - DPCC","23-02-2025 22:00:00",28.822836,77.101981,NH3,8,11,9
India,Delhi,Delhi,"Narela, Delhi - DPCC","23-02-2025 22:00:00",28.822836,77.101981,SO2,3,8,5
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","23-02-2025 22:00:00",28.567890,77.250515,CO,48,94,84
India,Delhi,Delhi,"Pusa, Delhi - DPCC","23-02-2025 22:00:00",28.639652,77.146275,PM10,97,185,133
India,Delhi,Delhi,"Pusa, Delhi - DPCC","23-02-2025 22:00:00",28.639652,77.146275,NO2,37,133,77
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","23-02-2025 22:00:00",28.563262,77.186937,CO,8,104,35
India,Delhi,Delhi,"Rohini, Delhi - DPCC","23-02-2025 22:00:00",28.732528,77.119920,SO2,4,26,10
India,Delhi,Delhi,"Rohini, Delhi - DPCC","23-02-2025 22:00:00",28.732528,77.119920,CO,12,89,34
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-02-2025 22:00:00",28.732820,77.170633,NO2,20,97,53
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-02-2025 22:00:00",28.732820,77.170633,SO2,4,21,11
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-02-2025 22:00:00",28.732820,77.170633,CO,38,104,65
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","23-02-2025 22:00:00",28.5918245,77.2273074,PM2.5,37,120,79
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","23-02-2025 22:00:00",28.6514781,77.1473105,PM10,NA,NA,NA
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","23-02-2025 22:00:00",28.5504249,77.2159377,NO2,46,47,47
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","23-02-2025 22:00:00",23.016834,72.625775,OZONE,4,117,66
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","23-02-2025 22:00:00",23.076793,72.627874,PM2.5,12,143,63
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","23-02-2025 22:00:00",23.076793,72.627874,SO2,10,38,19
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","23-02-2025 22:00:00",23.076793,72.627874,OZONE,1,67,41
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","23-02-2025 22:00:00",23.043070,72.562968,PM10,74,152,116
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","23-02-2025 22:00:00",23.043070,72.562968,OZONE,8,57,38
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","23-02-2025 22:00:00",21.613267,73.010555,PM10,60,160,116
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","23-02-2025 22:00:00",23.163798,72.677768,PM2.5,64,281,139
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","23-02-2025 22:00:00",13.029152,77.585901,NH3,2,8,3
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","23-02-2025 22:00:00",12.938539,77.590100,NO2,12,68,33
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","23-02-2025 22:00:00",12.938539,77.590100,NH3,1,4,2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-02-2025 22:00:00",12.920984,77.584908,PM2.5,42,73,60
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-02-2025 22:00:00",12.920984,77.584908,CO,4,44,21
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-02-2025 22:00:00",12.920984,77.584908,OZONE,25,30,28
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","23-02-2025 22:00:00",12.7816279,77.6299145,PM2.5,27,178,90
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","23-02-2025 22:00:00",22.977134,72.553024,PM10,106,208,151
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","23-02-2025 22:00:00",22.977134,72.553024,NH3,6,13,8
